pmid,pmcid,evidence_id,section,paragraph_number,citation_label,text,used_in_summary
31918748,6953283,E11,Methods,4,"Methods, para. 4",Are newly diagnosed with stage II–IV colorectal cancer,False
31918748,6953283,E12,Methods,5,"Methods, para. 5",Are to receive eight cycles of adjuvant oxaliplatin-based chemotherapy,False
31918748,6953283,E13,Methods,6,"Methods, para. 6","Having not received any acupuncture in the previous 3 months, and have life expectancy ≥ 6 months",False
31918748,6953283,E14,Methods,7,"Methods, para. 7","Patients will be excluded from the study if they: Are not able to comprehend and communicate. Fail to cooperate with the researcher. Are not able to read Chinese. Having prior peripheral neuropathy caused by other diseases including diabetes mellitus, stroke, cardiovascular diseases such as arrhythmia, heart failure, and myocardial infarction, and patients with cardiac pacemakers. Having a tendency to bleed easily Are pregnant or breast-feeding. Having impaired hepatic or renal function. Are using any pharmaceutical agents e.g. vitamin B6 and vitamin E, or herbal medication for CIPN treatment. Any of these medications that are prescribed by physicians or Chinese medicine practitioners during the study will be recorded. Investigators will determine whether they need to be withdrawn from the study.",False
31918748,6953283,E15,Methods,8,"Methods, para. 8",Are not able to comprehend and communicate.,False
31918748,6953283,E16,Methods,9,"Methods, para. 9","Having prior peripheral neuropathy caused by other diseases including diabetes mellitus, stroke, cardiovascular diseases such as arrhythmia, heart failure, and myocardial infarction, and patients with cardiac pacemakers.",False
31918748,6953283,E17,Methods,10,"Methods, para. 10",Having impaired hepatic or renal function.,False
31918748,6953283,E18,Methods,11,"Methods, para. 11","Are using any pharmaceutical agents e.g. vitamin B6 and vitamin E, or herbal medication for CIPN treatment. Any of these medications that are prescribed by physicians or Chinese medicine practitioners during the study will be recorded. Investigators will determine whether they need to be withdrawn from the study.",False
31918748,6953283,E19,Methods,12,"Methods, para. 12","Candidates will be considered as dropouts from the study if they: Withdraw his/her informed consent. Are lost to follow up. Develop a serious adverse event (SAE) or there are other safety/efficacy issues in which suspension will be considered beneficial as suggested by the investigators. Become pregnant. Stop taking the randomized treatment for any reason: The date and reason for withdrawal should be noted in the case report form (CRF). All subjects who withdraw from the study should, if all possible, continue to regularly attend follow up according to the schedule of measurements and be seen for a final evaluation (termination visit). Prematurely discontinued subjects will not be replaced.",False
31918748,6953283,E20,Methods,13,"Methods, para. 13",Develop a serious adverse event (SAE) or there are other safety/efficacy issues in which suspension will be considered beneficial as suggested by the investigators.,False
31918748,6953283,E21,Methods,14,"Methods, para. 14","Stop taking the randomized treatment for any reason: The date and reason for withdrawal should be noted in the case report form (CRF). All subjects who withdraw from the study should, if all possible, continue to regularly attend follow up according to the schedule of measurements and be seen for a final evaluation (termination visit). Prematurely discontinued subjects will not be replaced.",False
31918748,6953283,E22,Methods,15,"Methods, para. 15","The date and reason for withdrawal should be noted in the case report form (CRF). All subjects who withdraw from the study should, if all possible, continue to regularly attend follow up according to the schedule of measurements and be seen for a final evaluation (termination visit). Prematurely discontinued subjects will not be replaced.",False
31918748,6953283,E23,Methods,16,"Methods, para. 16",Subjects will be recruited through either of the following sources: (1) advertisements in newspapers; patients who are interested can contact research staff by phone; or (2) patients will be identified through clinic lists at the Princess Margaret Hospital (PMH) oncology outpatient department and Yan Chai Hospital cum Hong Kong Baptist University Chinese Medicine Clinic cum Training and Research Centre (Ha Kwai Chung). Potential participants will be approached initially by the relevant clinical team and then screened by research staff. Informed consent will be obtained from eligible patients (Additional file 6 ).,False
31918748,6953283,E24,Methods,17,"Methods, para. 17","The acupuncture intervention will be conducted for one session per week over 12 consecutive weeks. The most frequently used acupuncture points in CIPN are ba feng (EX-LE10), ba xie (EX-UE9), tai chung (LV3), he gu (LI4) [ 14 ]. Among them, the traditional effects of the points in hands and feet are regulating Qi and blood circulation and treating localized problems. With the clinical experience of our principal investigator and co-investigators, eight acupoints are chosen: he gu (LI4), nei guan (PC6), qu chi (LI12), ba xie (EX-UE9), zu san li (ST36), san yin jiao (SP6), tai chung (LV3), and ba feng (EX-LE10). The use of ba xie (EX-UE9) and ba feng (EX-LE10) will be optional if skin lesions on the hands and feet occur due to the use of capecitabine (Xeloda). The details of acupoints and their functions are listed in Table 2 . The acupuncture treatment will be conducted by a registered Chinese medicine practitioner with more than 5 years of Chinese medicine college education plus at least 5 years of clinical experience. Disposable acupuncture needles (verum acupuncture needles Hwato 0.25 × 25 mm matching the Streiterger sham needles) will be inserted at a depth of 10–25 mm at the points. We will deliver electrical stimulation with continuous waves at 2 Hz, at an intensity of each patient’s minimum sensation of stimulation through the electrical acupuncture stimulation instrument (KWD808I multi-purpose health device, Ying Di, Chang Zhou, China) to the points. The needles will be retained in position for 25 min. Table 2 Acupoints of electro-acupuncture and their location Acupoint Location he gu (LI4) In the middle of the 2nd metacarpal bone on the radial side nei guan (PC6) 2 cun*above the wrist crease between the tendons of palmaris longus and flexor carpi radialis qu chi (LI11) At the lateral end of the transverse cubital crease midway between LU5 and the lateral epicondyle of the humerus ba xie (EX-UE9) On the dorsum of the hand, at the webs between each finger, at the junction of red and white skin tai chung (LV3) On the dorsum of the foot in a depression distal to the junctions of the 1st and 2nd metatarsal bones san yin jiao (SP6) 3 cun directly above the tip of the medial malleolus on the posterior border of the tibia zu san li (ST36) 3 cun below ST35, one finger width lateral from the anterior border of the tibia ba feng(EX-LE10) On the dorsum of the foot between the web and metatarsophalangeal joint (4 points on each foot) *Cun is a standard measurement used to locate acupoints. It varies by patient and is equal to the width of the distal inter-phalangeal joint pf the thumb",False
31918748,6953283,E25,Methods,18,"Methods, para. 18","For subjects assigned to the control group, Streitberger’s non-invasive acupuncture needles (gauge 8 × 1.2″/0.30 × 30 mm) will be applied as a sham control at the same acupoints, which are used in the acupuncture intervention group, as the same stimulation modality, except that the needles are only adhered to the skin by a small plastic ring instead of being inserted [ 15 , 16 ] and the stimulation will be a “pseudo stimulation”, which will be given by connecting the needle to an incorrect output socket of the electrical acupuncture stimulation instrument. The credibility and validity of this system has been well-demonstrated [ 17 , 18 ].",True
31918748,6953283,E26,Methods,19,"Methods, para. 19","The primary outcome is the validated Functional Assessment of Cancer Therapy/Gynecology Oncology Group/Neurotoxicity (FACT/GOC-Ntx) questionnaire (Additional file 1 ) [ 19 , 20 ]. The questionnaire includes 11 questions covering sensory neuropathy, motor neuropathy, hearing neuropathy, and dysfunction associated with neuropathy. It results in a cumulative score ranging from 0 to 44, with the lower scores reflecting worse neuropathy symptoms. The secondary outcomes include (1) the numerical rating scale (NRS) (Additional file 2 ) for numbness/pain score in hands and feet [ 20 ], in which patients will be asked to rate their average neuropathy symptoms within 1 week, on a scale of 0–10 scale (0 = no symptoms, 10 = worst possible symptoms); those scoring < 4 out of 10 in the NRS will be considered as having mild CIPN while those scoring ≥ 4 will be considered as having moderate to severe CIPN [ 21 ]; (2) the validated European Organization for Research and Treatment of Cancer (EORCTC) quality of life questionnaire QLQ-C30 (Additional file 3 ) [ 22 ], which is a 30-item questionnaire assessing five functional scales (physical, role, cognitive, emotional, and social), three symptoms scales (fatigue, pain, nausea and vomiting), and other symptoms and problems experienced by patients with cancer (dyspnea, appetite loss, insomnia, constipation, diarrhea, and financial difficulties); (3) the validated Constitution of Chinese Medicine Questionnaire (CCMQ) (Additional file 4 ) [ 23 , 24 ], which has 60 items measuring the nine body constitution types: gentleness, Qi-deficiency, Yang-deficiency, Yin-deficiency, phlegm-wetness, wetness-heat, blood-stasis, Qi-depression, and special diathesis; (4) the vibration sense test, by which the participant is assessed using the graduated Rydel-Seiffer tuning fork (U.S. Neurologicals, Poulsbo, WA, USA), with printed directions for use and its normative data [ 25 ]; readings will be averaged and recorded as the vibration value; and (5) the light touch test (Additional file 5 ), by which the participant is assessed with a fiber comprising a bundle of standard 10-g monofilaments contained within the Neuropen (Owen Mumford, Woodstock, UK). During testing, the fiber will be applied perpendicular to the plantar surface of the great toe and the palmar surface of the index finger until the fiber begins to bend, when it will be held in place for 1 s and then removed. This will be repeated three times and the patient will be asked to report if they can feel the fiber when it is applied [ 25 ].",True
31918748,6953283,E27,Methods,20,"Methods, para. 20","The use of the aforementioned assessment questionnaires (FACT/GOC-Ntx, QLQ-C30, and CCMQ) will require authorization from the authors. In addition to the application of these measurements at baseline (0 weeks), the FACT/GOC-Ntx 11 items subscale, NRS, vibration sense test and light touch test will be assessed every week, the EORTC QLQ-C30 will be assessed every 3 weeks, and the CCMQ will be assessed at the end of treatment (12th week). The post-trial access by phone or face-to-face interview will be performed at the 15th, 18th, 21 st , and 24th week. The schedule of evaluations is presented in Table 3 . Adverse events will be noted throughout the study, based on the participants’ reports and routine laboratory tests (complete blood counts, renal and liver functions) before every chemotherapy cycle. Subjects will undergo routine laboratory tests of complete blood counts and renal and liver function before every chemotherapy cycle, at the hospitals where they received chemotherapy. Laboratory reports will be collected and thus any adverse events will be reported and noticed. All clinical adverse events will be recorded according to intensity (mild, moderate, or severe), duration, outcome, and relationship to the study. Table 3 Schedule for outcome measurement Period B T F Chemo cycle 1st 2nd 3rd 4th 5th 6th 7th 8th week 1 2 3 4 5 6 7 8 9 10 11 12 15 18 21 24 Informed consent ✓ FACT/GOC-Ntx ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ NRS ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ EORTC QLQ-C30 ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ CCMQ ✓ ✓ ✓ Vibration sense test ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ Light touch test ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ Safety assessment ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ B baseline, T treatment phase, F follow-up phase, FACT/GOC-Ntx Functional Assessment of Cancer Therapy/Gynecologic Oncology Group-Neurotoxicity, NRS numerical rating scale, EORTC QLQ-C30 European Organization for Research and Treatment of Cancer Quality of Life Questionnaire-C30, CCMQ Constitution of Chinese Medicine Questionnaire",True
31918748,6953283,E28,Methods,21,"Methods, para. 21","All subjects will be randomly assigned to either the intervention or the sham-controlled group. Subjects in the intervention group will receive electro-acupuncture treatment, whereas the subjects in the sham-controlled group will receive the sham treatment. A simple, non-sequential list of random numbers will be generated by a computer program prior to randomization. Randomization will be carried out by the research unit of the School of Chinese Medicine, Hong Kong Baptist University. The randomization numbers will be contained in sealed, opaque, and sequentially numbered envelopes and those envelopes will be stored in a locker and the key kept by the principal investigator (PI). The envelopes that correspond to the group allocation will be provided to the acupuncturist by the PI after completion of the subject recruitment procedure. Both the clinical assessor and subjects are thus blinded to the group allocation. If there are medical concerns leading to an inevitable review of treatment assignment, the PI will be the responsible person for approval. The date, time, and reason for treatment assignment disclosure should be noted in the case report form (CRF). Upon disclosure of their treatment assignment, the subject will be retained in the study. However, the number of cases in which randomization assignment is disclosed will be reported and, if necessary, sensitivity analyses may be performed after omitting these participants.",False
31918748,6953283,E29,Methods,22,"Methods, para. 22","The sample size calculation is based on change in the primary outcome. In this study, the difference in FACT/GOC-Ntx score between the intervention group and the sham-control group accounts for the calculation. As shown in a recent systematic review [ 12 ], there was only one study showing that acupuncture has significantly reduced the FACT GOC-Ntx score (mean difference = 5.40, SD = 3.91, 95% CI = 0.54–10.26) [ 26 ]. In this study, we assume the effect size between electro-acupuncture and sham acupuncture is 0.3. A minimum sample size of 62 should therefore be provided in order to achieve a significance level of α = 0.05 with power (1-β) of 80% (the number of measurements is 3 and correlation among repeat measures is 0.5) with calculation by Gpower 3.1 ( F tests, analysis of variance (ANOVA), repeated measures, between factors). After taking a 25% dropout rate into consideration, the number of subjects needed for this study is 84.",False
31918748,6953283,E30,Methods,23,"Methods, para. 23","Descriptive data including the rates of recruitment, dropout, and number of interventions missed will be analyzed and reported as count and percentage. All missing values, efficacy, and safety analyses will be based on the modified intention-to-treat (ITT) principle. The Statistical Package for the Social Sciences (SPSS) for Windows version 21.0 will be used for the statistical analysis. The statistical significance is defined as a two-sided P value <0.05. Baseline characteristics will be reported as mean and SD for continuous variables and count and percentage for categorical variables. The differences in both the normally distributed and non-normally distributed variables between the intervention and the sham-control groups will be assessed using Student’s t test and the Mann-Whitney U test, respectively. The chi-squared test or Fisher’s exact test will be used for calculating the categorical variables instead. Analysis of covariance (ANCOVA) will be used to compare the two groups every week, with treatment group as a factor in the model and baseline as the covariate. The difference between the baseline and endpoint score will be tested using repeated measures ANOVA. Any deviation from this original statistical plan will be described and justified in the final report.",False
31918748,6953283,E31,Methods,24,"Methods, para. 24","Personal data will be handled by the investigators. Hard-copy data will be stored in a secure locker and electronic data will be stored in a specified computer with encryption. The key for the locker and the password for the database will be kept by the investigators only. Personal data will be kept for 3 years after the study. Hard copies will be discarded as confidential waste, while the soft copy would be deleted and unrecoverable after completion of the study.",False
31918748,6953283,E32,Methods,25,"Methods, para. 25","Quarterly monitoring meeting will be held between the PI, co-investigators, the Hospital Authority Chinese Medicine Department (HACMD), and the School of Chinese Medicine, HKBU. The HACMD would monitor the Chinese Medicine Centre for Training and Research to ensure the quality of the trial and keep track of the study progress and compliance to the required standard and agreement.",False
31918748,6953283,E33,Discussion,1,"Discussion, para. 1","This single-blinded, randomized, controlled, efficacy clinical trial aims at evaluating the efficacy and safety of acupuncture in chemotherapy-induced peripheral neuropathy (CIPN) in patients with colorectal cancer in Hong Kong. Although acupuncture is widely used in Hong Kong, studies on the alleviation of CIPN by acupuncture are lacking. Therefore, this study also aims to serve as an initiative for a non-pharmacological approach in improving such condition.",False
31918748,6953283,E34,Discussion,2,"Discussion, para. 2","If the outcome from this study shows improvement in CIPN, it is hoped that further large-scale studies, perhaps with the combination of Chinese herbal medicine and in different types of cancer, could be conducted. Secondary outcome data, including the quality of life and Chinese medicine body constitution types, could also possibly inform further investigations in Chinese medicine theory.",True
31918748,6953283,E35,Discussion,3,"Discussion, para. 3","The selection of acupoints is considered the major limitation, according to Chinese medicine theory. In this study, the selection of acupoints is standardized and utilized to every subject. Standardization of the acupoints provides easy and straightforward treatment implementation but is at the same time a potential limitation. Selection is not based on syndrome differentiation in Chinese medicine theory, which in other words, may result in over-simplification in treatment choice.",False
31918748,6953283,E36,Discussion,4,"Discussion, para. 4","In conclusion, this single-blinded, randomized, controlled clinical trial will be conducted to evaluate the efficacy and safety of acupuncture on CIPN in Hong Kong. This study will explore the possibility for CMPs to utilize acupuncture for CIPN and will also provide a platform to offer research training opportunities for junior CMPs.",True
31918748,6953283,E37,Body,1,"Body, para. 1","This study protocol version number is 4, dated 26 February 2019. The participants have been recruited for the present study since October 2018. Thirty-three patients are under treatment and recruitment will be completed in December 2019.",False
31918748,6953283,E38,Body,2,"Body, para. 2",Additional file 1: FACT-GOG-NTX Questionnaire. Additional file 2: Numerical Rating Scale. Additional file 3: QLQ-C30 Questionnaire. Additional file 4: CCMQ Questionnaire. Additional file 5: Light Touch Test and Vibration Test. Additional file 6: Information Sheet and Consent Form. Additional file 7: SPIRIT 2013 Checklist.,False
